1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,1,0.0001
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,3,0.0003
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,4,0.0003
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,5,0.0004
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,6,0.0001
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,7,0.0001
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,8,0.0000
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,9,0.0080
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,10,0.0016
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,11,0.0182
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,12,0.8810
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,13,0.0000
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,14,0.0001
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,15,0.0000
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,17,0.0085
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,20,0.0000
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,22,0.0000
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,24,0.0000
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,26,0.0000
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,27,0.0000
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,28,0.0000
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,29,0.0000
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,30,0.0000
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,34,0.0005
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,36,0.0003
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,37,0.0000
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,38,0.0001
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,41,0.0000
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,43,0.0000
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,45,0.0000
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,46,0.0002
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,47,0.0001
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,48,0.0001
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,49,0.0000
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,51,0.0000
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,52,0.0000
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,54,0.0000
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,56,0.0000
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,57,0.0000
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,58,0.0002
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,59,0.0003
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,60,0.0000
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,61,0.0001
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,62,0.0000
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,63,0.0000
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,64,0.0001
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,65,0.0000
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,66,0.0000
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,67,0.0000
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,68,0.0000
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,69,0.0000
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,70,0.0000
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,72,0.0000
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,73,0.0000
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,74,0.0761
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,76,0.0000
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,77,0.0000
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,78,0.0000
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,79,0.0188
1j20qq1JyX4,0904,0.043,0.052,0.953,0.974,80,0.3236
1j20qq1JyX4,0908,0.026,0.014,0.943,0.950,1,0.0024
1j20qq1JyX4,0908,0.026,0.014,0.943,0.950,3,0.0005
1j20qq1JyX4,0908,0.026,0.014,0.943,0.950,4,0.0002
1j20qq1JyX4,0908,0.026,0.014,0.943,0.950,5,0.0019
1j20qq1JyX4,0908,0.026,0.014,0.943,0.950,6,0.0001
1j20qq1JyX4,0908,0.026,0.014,0.943,0.950,7,0.0014
1j20qq1JyX4,0908,0.026,0.014,0.943,0.950,8,0.0001
1j20qq1JyX4,0908,0.026,0.014,0.943,0.950,9,0.0022
1j20qq1JyX4,0908,0.026,0.014,0.943,0.950,10,0.0162
1j20qq1JyX4,0908,0.026,0.014,0.943,0.950,11,0.0093
1j20qq1JyX4,0908,0.026,0.014,0.943,0.950,12,0.3107
1j20qq1JyX4,0908,0.026,0.014,0.943,0.950,13,0.0000
1j20qq1JyX4,0908,0.026,0.014,0.943,0.950,14,0.0002
1j20qq1JyX4,0908,0.026,0.014,0.943,0.950,15,0.0000
1j20qq1JyX4,0908,0.026,0.014,0.943,0.950,17,0.0224
1j20qq1JyX4,0908,0.026,0.014,0.943,0.950,20,0.0000
1j20qq1JyX4,0908,0.026,0.014,0.943,0.950,22,0.0000
1j20qq1JyX4,0908,0.026,0.014,0.943,0.950,24,0.0000
1j20qq1JyX4,0908,0.026,0.014,0.943,0.950,26,0.0000
1j20qq1JyX4,0908,0.026,0.014,0.943,0.950,27,0.0000
1j20qq1JyX4,0908,0.026,0.014,0.943,0.950,28,0.0000
1j20qq1JyX4,0908,0.026,0.014,0.943,0.950,29,0.0000
1j20qq1JyX4,0908,0.026,0.014,0.943,0.950,30,0.0000
1j20qq1JyX4,0908,0.026,0.014,0.943,0.950,34,0.0003
1j20qq1JyX4,0908,0.026,0.014,0.943,0.950,36,0.0062
1j20qq1JyX4,0908,0.026,0.014,0.943,0.950,37,0.0000
1j20qq1JyX4,0908,0.026,0.014,0.943,0.950,38,0.0000
1j20qq1JyX4,0908,0.026,0.014,0.943,0.950,41,0.0000
1j20qq1JyX4,0908,0.026,0.014,0.943,0.950,43,0.0000
1j20qq1JyX4,0908,0.026,0.014,0.943,0.950,45,0.0003
1j20qq1JyX4,0908,0.026,0.014,0.943,0.950,46,0.0006
1j20qq1JyX4,0908,0.026,0.014,0.943,0.950,47,0.0002
1j20qq1JyX4,0908,0.026,0.014,0.943,0.950,48,0.0002
1j20qq1JyX4,0908,0.026,0.014,0.943,0.950,49,0.0000
1j20qq1JyX4,0908,0.026,0.014,0.943,0.950,51,0.0000
1j20qq1JyX4,0908,0.026,0.014,0.943,0.950,52,0.0000
1j20qq1JyX4,0908,0.026,0.014,0.943,0.950,54,0.0000
1j20qq1JyX4,0908,0.026,0.014,0.943,0.950,56,0.0000
1j20qq1JyX4,0908,0.026,0.014,0.943,0.950,57,0.0000
1j20qq1JyX4,0908,0.026,0.014,0.943,0.950,58,0.0008
1j20qq1JyX4,0908,0.026,0.014,0.943,0.950,59,0.0044
1j20qq1JyX4,0908,0.026,0.014,0.943,0.950,60,0.0000
